category,Resto_name,Dishes_one,Dishes_two,Dishes_three,Dishes_four,Dishes_five,Dishes_six,Dishes_seven,Dishes_eight,Dishes_nine,Dishes_ten,locality_verbose
Spanish,Alba,Paella Valenciana, Callos, Fabada, Churros, Gambas al Ajillo, Pollo Iberico, Cochinillo Asado, Lengua Estofado, Tarta de Santiago, Flan,"Two E-Com Center, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Spanish,Alba,Paella Valenciana, Callos, Fabada, Churros, Gambas al Ajillo, Pollo Iberico, Cochinillo Asado, Lengua Estofado, Tarta de Santiago, Flan,"Tomas Morato, Quezon City"
European Italian,Alchemy Bistro Bar,Margherita Pizza, Truffle Pasta, Pan-Seared Salmon, Angus Ribeye Steak, Tiramisu, Calamari Fritti, Chicken Parmigiana, Mushroom Risotto, Chocolate Lava Cake, Caesar Salad,"Poblacion, Makati City"
Latin American,Alegria Cozinha Moderna & Sangria Bar,Churrasco, Coxinha, Pao de Queijo, Feijoada, Brigadeiro, Caipirinha, Moqueca, Empada, Pastel, Rabanada,"Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City"
Coffee Asian Filipino,Alek Cafe + Kitchen,Tapsilog, Longsilog, Adobo, Sinigang, Kare-Kare, Lechon Kawali, Bistek Tagalog, Chicken Inasal, Pancit Canton, Halo-Halo,"Legaspi Village, Makati City"
Filipino Japanese,Alex III,Crispy Pata, Kare-Kare, Sizzling Sisig, Beef Steak Tagalog, Pancit Canton, Chicken Inasal, Adobong Pusit, Bicol Express, Lechon Kawali, Halo-Halo,"Fairview, Quezon City"
Filipino Japanese,Alex III,Crispy Pata, Kare-Kare, Sizzling Sisig, Beef Steak Tagalog, Pancit Canton, Chicken Inasal, Adobong Pusit, Bicol Express, Lechon Kawali, Halo-Halo,"Tomas Morato, Quezon City"
Filipino Japanese,Alex III,Crispy Pata, Kare-Kare, Sizzling Sisig, Beef Steak Tagalog, Pancit Canton, Chicken Inasal, Adobong Pusit, Bicol Express, Lechon Kawali, Halo-Halo,"Little Baguio, San Juan City"
Filipino,Alex III Express,Crispy Pata, Kare-Kare, Sizzling Sisig, Beef Steak Tagalog, Pancit Canton, Chicken Inasal, Adobong Pusit, Bicol Express, Lechon Kawali, Halo-Halo,"Ayala Malls Marikina, Marikina Heights, Marikina City, Marikina City"
American,Alexamart,Hamburger, Cheeseburger, Hotdog, French Fries, Fried Chicken, Pizza, Spaghetti, Chicken Nuggets, Ice Cream, Soft Drinks,"Loyola Heights, Quezon City"
American,Alexei's Diner & Cafe,Pancakes, Waffles, Omelette, Bacon and Eggs, Chicken and Rice, Grilled Porkchop, Club Sandwich, Pasta Carbonara, Milkshake, Fruit Salad,"Santo NiÃ±o, Marikina City"
Asian International,Alfred,Steak, Lobster Thermidor, Grilled Salmon, Beef Wellington, Pasta Aglio e Olio, Caesar Salad, Chicken Cordon Bleu, Chocolate Lava Cake, CrÃ¨me BrÃ»lÃ©e, Tiramisu,"Legaspi Village, Makati City"
American Steak,Alfredo's Steaks,T-Bone Steak, Ribeye Steak, Porterhouse Steak, Filet Mignon, Prime Rib, Surf and Turf, Chicken Cordon Bleu, Pasta Carbonara, Caesar Salad, Blueberry Cheesecake,"Tomas Morato, Quezon City"
Tea Beverages,Alice Tea Salon,Matcha Latte, Earl Grey Tea, Jasmine Green Tea, English Breakfast Tea, Chamomile Tea, Rose Milk Tea, High Tea Set, Scones, Macarons, Fruit Tarts,"Ortigas, Pasig City"
Filipino,Aling Fely's,Kare-Kare, Lechon Kawali, Crispy Pata, Adobo, Sinigang, Beef Caldereta, Pancit Canton, Chicken Inasal, Tapsilog, Halo-Halo,"Malate, Manila"
Filipino,Aling Ising's Pancit Malabon,Pancit Malabon, Pancit Palabok, Pichi-Pichi, Kakanin, Leche Flan, Biko, Cassava Cake, Halo-Halo, Palitaw, Sapin-Sapin,"Fairview, Quezon City"
Seafood Filipino,Aling Tonya's,Butter Garlic Shrimp, Chili Crab, Crispy Pata, Sinigang na Hipon, Grilled Tilapia, Adobong Pusit, Kare-Kare, Gising-Gising, Ginataang Alimasag, Halo-Halo,"Seaside Macapagal, Libertad, Pasay City, Pasay City"
American,All American,Hamburger, Cheeseburger, Hotdog, French Fries, Fried Chicken, Onion Rings, Milkshake, Chicken Wings, BBQ Ribs, Apple Pie,"Circuit Makati, Olympia, Makati City, Makati City"
American,All American Trading Co.,Hamburger, Cheeseburger, Hotdog, French Fries, Fried Chicken, Onion Rings, Milkshake, Chicken Wings, BBQ Ribs, Apple Pie,"Pulang Lupa, Las PiÃ±as City"
Filipino,All Day Breakfast in Bed,Pancakes, Waffles, French Toast, Omelette, Breakfast Burrito, Eggs Benedict, Avocado Toast, Breakfast Sandwich, Granola Bowl, Fruit Parfait,"California Garden Square, Highway Hills, Mandaluyong City, Mandaluyong City"
Korean Korean BBQ,All4u Unlimited Grill & Shabu Shabu,Unlimited Meat, Shabu-Shabu, Kimchi, Bibimbap, Japchae, Ramen, Gimbap, Korean Fried Chicken, Tteokbokki, Bingsu,"Century City Mall, Poblacion, Makati City, Makati City"
Korean,All4u Unlimited Grill & Shabu Shabu,Unlimited Meat, Shabu-Shabu, Kimchi, Bibimbap, Japchae, Ramen, Gimbap, Korean Fried Chicken, Tteokbokki, Bingsu,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
Korean,All4u Unlimited Grill & Shabu Shabu,Unlimited Meat, Shabu-Shabu, Kimchi, Bibimbap, Japchae, Ramen, Gimbap, Korean Fried Chicken, Tteokbokki, Bingsu,"SM City Manila, Ermita, Manila, Manila"
Korean,All4u Unlimited Grill & Shabu Shabu,Unlimited Meat, Shabu-Shabu, Kimchi, Bibimbap, Japchae, Ramen, Gimbap, Korean Fried Chicken, Tteokbokki, Bingsu,"SM City East Ortigas, Santa Lucia, Pasig City, Pasig City"
American,Allegra's Kitchen,Fried Chicken, Grilled Porkchop, Kare-Kare, Sinigang, Adobo, Beef Caldereta, Pancit Canton, Chicken Inasal, Lechon Kawali, Halo-Halo,"SM City San Lazaro, Santa Cruz, Manila, Manila"
American,Ally's All-Day Breakfast Place,Tapsilog, Longsilog, Corned Beef Silog, Adobo Silog, Daing Silog, Chicken Tocino Silog, Porkchop Silog, Bangus Silog, Beef Tapa Silog, Chorizo Silog,"Manhattan Parkview, Cubao, Quezon City, Quezon City"
American,Ally's All-Day Breakfast Place,Tapsilog, Longsilog, Corned Beef Silog, Adobo Silog, Daing Silog, Chicken Tocino Silog, Porkchop Silog, Bangus Silog, Beef Tapa Silog, Chorizo Silog,"Fairview, Quezon City"
American,Ally's All-Day Breakfast Place,Tapsilog, Longsilog, Corned Beef Silog, Adobo Silog, Daing Silog, Chicken Tocino Silog, Porkchop Silog, Bangus Silog, Beef Tapa Silog, Chorizo Silog,"Teachers Village, Quezon City"
American,Ally's All-Day Breakfast Place,Tapsilog, Longsilog, Corned Beef Silog, Adobo Silog, Daing Silog, Chicken Tocino Silog, Porkchop Silog, Bangus Silog, Beef Tapa Silog, Chorizo Silog,"Batasan Hills, Quezon City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"Robinsons Place Manila, Ermita, Manila, Manila"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"North Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"Greenbelt, Makati City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"SM Southmall, Almanza, Las PiÃ±as City, Las PiÃ±as City"
American Italian European,Almon Marina,Chicken Alfredo, Seafood Marinara, Margherita Pizza, Chicken Parmigiana, Tuna Melt Sandwich, Chicken Caesar Salad, Spaghetti Bolognese, Clubhouse Sandwich, Beef Lasagna, Chocolate Cake,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
American Italian,Alta - Ascott Bonifacio Global City Manila,Margherita Pizza, Quattro Formaggi Pizza, Gamberetti Pizza, Capricciosa Pizza, Lasagna, Spaghetti Carbonara, Tiramisu, Gelato, Panna Cotta, Espresso,"Bonifacio Global City, Taguig City"
Filipino,Altamura,Kare-Kare, Crispy Pata, Adobo, Sinigang, Lechon Kawali, Bagnet, Pancit Canton, Halo-Halo, Turon, Bibingka,"Philam Life Tower, Salcedo Village, Makati City, Makati City"
Filipino,Altamura,Kare-Kare, Crispy Pata, Adobo, Sinigang, Lechon Kawali, Bagnet, Pancit Canton, Halo-Halo, Turon, Bibingka,"Zuellig Building, Urdaneta, Makati City, Makati City"
Mongolian,Altamura's Mingolian,Mongolian Bowl, Stir-Fried Noodles, Satay Skewers, Fried Rice, Spring Rolls, Beef Teriyaki, Chicken Curry, Steamed Dumplings, Dim Sum, Sweet and Sour Pork,"Zuellig Building, Urdaneta, Makati City, Makati City"
Filipino Fusion,Amacena - One Tagaytay Place Hotel,Lamb Adobo, Chicken Inasal, Crispy Tadyang, Sinigang, Kare-Kare, Pancit Lucban, Lechon Kawali, Tapsilog, Churros, Ube Leche Flan,"One Tagaytay Place Hotel, Tagaytay City, Tagaytay, Tagaytay City"
Italian Pizza,Amare La Cucina,Margherita Pizza, Quattro Formaggi Pizza, Prosciutto Pizza, Diavola Pizza, Lasagna, Spaghetti Carbonara, Tiramisu, Panna Cotta, Gelato, Espresso,"Kapitolyo, Pasig City"
Filipino,Amber Golden Chain,Fried Chicken, Pancit Malabon, Crispy Pata, Halo-Halo, Kare-Kare, Adobo, Sisig, Sinigang, Lechon Kawali, Chopsuey,"Almanza, Las PiÃ±as City"
Filipino,Amber Golden Cup,Fried Chicken, Pancit Malabon, Crispy Pata, Halo-Halo, Kare-Kare, Adobo, Sisig, Sinigang, Lechon Kawali, Chopsuey,"Kapitolyo, Pasig City"
Filipino,Amber Golden Pot,Fried Chicken, Pancit Malabon, Crispy Pata, Halo-Halo, Kare-Kare, Adobo, Sisig, Sinigang, Lechon Kawali, Chopsuey,"South Caloocan, Caloocan City"
Filipino,Amber's Best,Fried Chicken, Pancit Malabon, Crispy Pata, Halo-Halo, Kare-Kare, Adobo, Sisig, Sinigang, Lechon Kawali, Chopsuey,"San Antonio, Makati City"
American,Americano,Hamburger, Cheeseburger, Hotdog, French Fries, Fried Chicken, Onion Rings, Milkshake, Chicken Wings, BBQ Ribs, Apple Pie,"Solaire Resort & Casino, Entertainment City, ParaÃ±aque City, ParaÃ±aque City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"Loyola Heights, Quezon City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"Alabang Town Center, Alabang, Muntinlupa City, Muntinlupa City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"Ayala Triangle Gardens, Salcedo Village, Makati City, Makati City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"Greenhills, San Juan City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"Tomas Morato, Quezon City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Italian,Amici,Margherita Pizza, Carbonara, Spaghetti Bolognese, Tiramisu, Lasagna, Bruschetta, Caprese Salad, Panna Cotta, Penne Arrabiata, Gelato,"UP Ayala Technohub, Diliman, Quezon City, Quezon City"
Desserts Coffee,Amo Yamie Crib Coffee,Ensaymada, Pandesal, Ube Cheese Roll, Spanish Bread, Cheese Tart, Mamon, Cinnamon Roll, Hopia, Egg Pie, Fruit Tart,"Project 2, Quezon City"
Desserts Coffee,Amo Yamie Crib Coffee,Ensaymada, Pandesal, Ube Cheese Roll, Spanish Bread, Cheese Tart, Mamon, Cinnamon Roll, Hopia, Egg Pie, Fruit Tart,"Sampaloc, Manila"
Bakery Desserts Bubble Tea Coffee,Amor Bakery,Cupcake, Chocolate Cake, Milk Tea, Croissant, Blueberry Muffin, Matcha Latte, Tiramisu, Fruit Tea, Cinnamon Roll, Custard Tart,"SM City Manila, Ermita, Manila, Manila"
Bakery Desserts Bubble Tea Coffee,Amor Bakery,Cupcake, Chocolate Cake, Milk Tea, Croissant, Blueberry Muffin, Matcha Latte, Tiramisu, Fruit Tea, Cinnamon Roll, Custard Tart,"Sampaloc, Manila"
Mexican,Andale by Agave,Tacos, Enchiladas, Guacamole, Quesadillas, Burritos, Margaritas, Nachos, Fajitas, Churros, Salsa,"Century City Mall, Poblacion, Makati City, Makati City"
Fast Food Filipino,Andok's,Litson Manok, Pork BBQ, Fried Chicken, Lechon Kawali, Chicken Inasal, Pork Sinigang, Beef Kare-Kare, Sisig, Pancit Canton, Halo-Halo,"Tandang Sora, Quezon City"
Fast Food Filipino,Andok's,Litson Manok, Pork BBQ, Fried Chicken, Lechon Kawali, Chicken Inasal, Pork Sinigang, Beef Kare-Kare, Sisig, Pancit Canton, Halo-Halo,"FTI, Taguig City"
Fast Food Filipino,Andok's,Litson Manok, Pork BBQ, Fried Chicken, Lechon Kawali, Chicken Inasal, Pork Sinigang, Beef Kare-Kare, Sisig, Pancit Canton, Halo-Halo,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Pizza Italian,Angel's Pizza,Pepperoni Pizza, All Meat Pizza, Hawaiian Pizza, Margherita Pizza, Vegetarian Pizza, BBQ Chicken Pizza, Supreme Pizza, Seafood Pizza, Cheese Pizza, Buffalo Wings,"BF Homes, ParaÃ±aque City"
Pizza Italian,Angel's Pizza,Pepperoni Pizza, All Meat Pizza, Hawaiian Pizza, Margherita Pizza, Vegetarian Pizza, BBQ Chicken Pizza, Supreme Pizza, Seafood Pizza, Cheese Pizza, Buffalo Wings,"South Caloocan, Caloocan City"
Pizza Italian,Angel's Pizza,Pepperoni Pizza, All Meat Pizza, Hawaiian Pizza, Margherita Pizza, Vegetarian Pizza, BBQ Chicken Pizza, Supreme Pizza, Seafood Pizza, Cheese Pizza, Buffalo Wings,"Fairview, Quezon City"
Filipino Italian American Coffee,Angel's Town Cafe,Carbonara, Chicken Wings, Fish and Chips, Tacos, Pancakes, Club Sandwich, Cheeseburger, French Fries, Milkshake, Coffee,"South Caloocan, Caloocan City"
Asian European,Angels' Kitchen,Kare-Kare, Crispy Pata, Sinigang, Sisig, Lechon Kawali, Adobo, Pancit Canton, Pinakbet, Bicol Express, Halo-Halo,"Greenhills, San Juan City"
Filipino,Angus Tapa Centrale,Angus Tapa, Angus Longganisa, Angus Beef Tapa, Angus Tocino, Angus Corned Beef, Angus Sausage, Angus Beef Salpicao, Angus Sisig, Angus Tapa Rice Bowl, Angus Tapa Pasta,"Tomas Morato, Quezon City"
Filipino,Angus Tapa Centrale,Angus Tapa, Angus Longganisa, Angus Beef Tapa, Angus Tocino, Angus Corned Beef, Angus Sausage, Angus Beef Salpicao, Angus Sisig, Angus Tapa Rice Bowl, Angus Tapa Pasta,"Teachers Village, Quezon City"
Filipino,Annie's Kitchen,Crispy Pata, Lechon Kawali, Kare-Kare, Bagnet, Dinuguan, Sinigang, Sisig, Adobo, Pancit Canton, Halo-Halo,"Loyola Heights, Quezon City"
Korean,Anongseyo 199,Samgyeopsal, Bibimbap, Japchae, Tteokbokki, Kimchi, Bulgogi, Galbitang, Kimbap, Ramyeon, Bingsu,"Funland Food Park, Fairview, Quezon City, Quezon City"
American Asian,Another Story,Truffle Pasta, Wagyu Beef Burger, Chicken Parmigiana, Baby Back Ribs, Seafood Paella, Salmon Steak, Oreo Cheesecake, Strawberry Milkshake, Tiramisu, Sizzling Tofu,"Evia Lifestyle Center, Alabang, Muntinlupa City, Muntinlupa City"
Finger Food,Antidote,Chicken Wings, Nachos, French Fries, Buffalo Wings, Fish and Chips, Onion Rings, Mozzarella Sticks, Quesadillas, Caesar Salad, Spinach Artichoke Dip,"I'M Hotel, Poblacion, Makati City, Makati City"
American Coffee,Antigo Cafe & Bistro,Coffee, Eggs Benedict, Pancakes, Croissant, French Toast, Omelette, Bagel, Cappuccino, Latte, Mocha,"Intramuros, Manila"
Filipino American Desserts Asian Seafood,Antonio J Restaurant,Crispy Pata, Kare-Kare, Lechon Kawali, Pancit Canton, Sinigang, Adobo, Bulalo, Sisig, Halo-Halo, Bibingka,"Marikina Heights, Marikina City"
Coffee,Antonio's Coffee + Bibingka,Bibingka, Puto Bumbong, Suman, Kape Barako, Taho, Tamales, Kutsinta, Pancit Malabon, Pansit Batil Patong, Pancit Habhab,"SM City San Lazaro, Santa Cruz, Manila, Manila"
Asian,Any Any,Yang Chow Fried Rice, Sweet and Sour Pork, Kung Pao Chicken, Beef with Broccoli, Mapo Tofu, Dumplings, Wonton Soup, General Tso's Chicken, Egg Foo Young, Fried Spring Rolls,"Century City Mall, Poblacion, Makati City, Makati City"
Bakery,Anya Cakes & Cafe,Cupcake, Cheesecake, Coffee, Chocolate Cake, Red Velvet Cake, Brownie, Tiramisu, Matcha Latte, Blueberry Muffin, Oreo Milkshake,"Ever Gotesco Commonwealth, Batasan Hills, Quezon City, Quezon City"
American,Apartment 1B,Truffle Pasta, Wagyu Steak, Eggs Benedict, Pancakes, Caesar Salad, Croissant, French Toast, Omelette, Bagel, Cappuccino,"Libertad, Pasay City"
American,Apartment 1B,Truffle Pasta, Wagyu Steak, Eggs Benedict, Pancakes, Caesar Salad, Croissant, French Toast, Omelette, Bagel, Cappuccino,"Salcedo Village, Makati City"
Filipino Seafood Japanese Asian,Aposento,Lechon Kawali, Sinigang, Adobo, Kare-Kare, Crispy Pata, Sisig, Bulalo, Pancit Canton, Tinolang Manok, Halo-Halo,"Salcedo Village, Makati City"
Filipino,Aracama Restaurant and Lounge,Crispy Pork Belly, Chicken Inasal, Kare-Kare, Sinigang, Sisig, Adobo, Pancit Canton, Halo-Halo, Lechon Kawali, Bibingka,"The Fort Strip, Bonifacio Global City, Taguig City, Taguig City"
Desserts,Arctic Desserts,Ice Cream, Milkshakes, Sundaes, Waffles, Crepes, Churros, Frozen Yogurt, Hot Chocolate, Affogato, Parfait,"Bodega Food Hub, Fairview, Quezon City, Quezon City"
Turkish,Argos Minibar,Kebab, Shawarma, Turkish Tea, Baklava, Turkish Delight, Turkish Coffee, Hummus, Pide, Lahmacun, Ayran,"Poblacion, Makati City"
Japanese Sushi,Ariake,Sushi, Sashimi, Tempura, Teriyaki, Ramen, Udon, Gyoza, Miso Soup, Yakitori, Chirashi,"Tomas Morato, Quezon City"
Filipino,Ariel's Place,Kare-Kare, Crispy Pata, Sinigang, Sisig, Adobo, Pancit Canton, Bagnet, Bulalo, Lechon Kawali, Halo-Halo,"Parang, Marikina City"
Filipino Japanese,Arisaka Cafe and Bar,Sushi, Ramen, Tempura, Sashimi, Maki, Yakitori, Udon, Tonkatsu, Takoyaki, Matcha Latte,"Sikatuna Village, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Eastwood Citywalk 2, Libis, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Glorietta 2, Glorietta Complex, Makati City, Makati City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Legaspi Village, Makati City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Trinoma Mall, Bagong Pag-Asa, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Crossroads Building, Bonifacio Global City, Taguig City, Taguig City"
American,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Tomas Morato, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"BF Homes, ParaÃ±aque City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Solaris One Building, Legaspi Village, Makati City, Makati City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Shopwise Arcade, Cubao, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"UP Ayala Technohub, Diliman, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"SM Mezza Residences, Santa Mesa, Quezon City, Quezon City"
American Mexican,Army Navy,Burger, Burrito, Quesadilla, Fries, Nachos, Tacos, Chicken Tenders, Enchiladas, Chicken Sandwich, Milkshake,"Circuit Makati, Olympia, Makati City, Makati City"
